age,sex,f_name,last name,commune,insee code,city type,department,reg,catégorie,revenue,cible
62,Male,DIDIER,DELAGE,Marseille 12e  Arrondissement,13212,Préfecture de région,13,93,13,NA,failure
16,Male,ESTEBAN,PAILLASSE,Quintin,22262,Chef-lieu canton,22,53,10,NA,failure
34,Female,ALICE,DRULE,Le Kremlin-Bicêtre,94043,Chef-lieu canton,94,11,11,NA,success
70,Female,MICHELLE,FAUCHART,Cempuis,60136,Commune simple,60,32,13,NA,failure
32,Female,PAMELA,VULPIN,Sommerviller,54509,Commune simple,54,44,4,2470,success
73,Female,MARIE-CLAUDE,SACLIER,Saint-Léonard-de-Noblat,87161,Chef-lieu canton,87,75,13,NA,failure
60,Male,JEAN-PIERRE,AUMERCIER,Tulle,19272,Préfecture,19,75,12,NA,failure
35,Female,ROSE-MARIE,LEROUVILLOIS,Auvillar,82008,Chef-lieu canton,82,76,12,NA,success
32,Female,LÉNA,CECCHETTI,Domloup,35099,Commune simple,35,53,4,1690,success
68,Male,GÉRARD,CASTEX,Andrézieux-Bouthéon,42005,Commune simple,42,84,13,NA,failure
58,Female,KADIDJA,CHAMBAS,Orléans,45234,Préfecture de région,45,24,4,1740,success
48,Male,PIERRE,AFONSO,Somain,59574,Commune simple,59,32,3,9830,success
94,Male,LOUIS,MARCEL,Agen,47001,Préfecture,47,75,13,NA,failure
16,Female,MANON,LABASQUE,Herblay,95306,Chef-lieu canton,95,11,10,NA,failure
19,Male,QUENTIN,MARCELIN,Saint-Laurent-Blangy,62753,Commune simple,62,32,10,NA,failure
92,Male,YVES,MAGAUD,Cahors,46042,Préfecture,46,76,13,NA,failure
21,Male,RUDY,GUERIN,Bordeaux,33063,Préfecture de région,33,75,3,2690,failure
17,Female,MARIE,HARANT,Aguessac,12002,Commune simple,12,76,10,NA,failure
29,Female,CLÉMENCE,MEHUL,Lille,59350,Préfecture de région,59,32,5,1280,success
67,Male,DAVID,JOURAN,Lille,59350,Préfecture de région,59,32,12,NA,failure
85,Male,MAURICE,LEROUX,Vitry-sur-Seine,94081,Chef-lieu canton,94,11,13,NA,failure
46,Female,HERVELINE,GARCIA,Saint-Avertin,37208,Chef-lieu canton,37,24,12,NA,success
60,Male,DANIEL,VILLERS,Fruges,62364,Chef-lieu canton,62,32,8,1200,success
22,Male,NICOLAS,VAN PEUTER,Roubaix,59512,Chef-lieu canton,59,32,7,1840,failure
37,Female,CHLOÉ,LEJEUNE,Blanzy,71040,Commune simple,71,27,4,1330,success
69,Male,ALAIN,CALONNE,Montauban,82121,Préfecture,82,76,13,NA,failure
35,Female,LOUISE,FONTAINE,Le Pontet,84092,Commune simple,84,93,12,NA,success
20,Female,CHLOÉ,DJEBAR,Vauxbuin,02770,Commune simple,02,32,11,NA,failure
15,Female,JEANNE,FEUILLADE,Vauchelles-les-Quesnoy,80779,Commune simple,80,32,10,NA,success
18,Male,VINCENT,BENOIT,Huisseau-sur-Mauves,45167,Commune simple,45,24,10,NA,failure
58,Female,BARBARA,ABELARD,Nice,06088,Préfecture,06,93,6,1530,success
20,Female,CAROLINE,MOULINS,Lans-en-Vercors,38205,Commune simple,38,84,10,NA,failure
62,Male,JACQUES,DESPAUX,Réding,57566,Commune simple,57,44,13,NA,failure
78,Female,JEANNINE,MORET,Nieppe,59431,Commune simple,59,32,13,NA,failure
27,Female,JULIE,VALENTINI,Ajaccio,2A004,Préfecture de région,2A,94,11,NA,failure
28,Male,MATHIEU,RINDEL,Marseille 15e  Arrondissement,13215,Préfecture de région,13,93,4,2600,failure
71,Male,JACQUES,MERCIER,Brunstatt-Didenheim,68056,Commune simple,68,44,13,NA,failure
33,Female,ELODIE,DIAS,Rive-de-Gier,42186,Chef-lieu canton,42,84,3,2270,success
72,Female,BERNADETTE,DERAM,Saint-Siméon-de-Bressieux,38457,Commune simple,38,84,13,NA,failure
63,Male,JEAN-CLAUDE,VIONNET,Oingt,69146,Commune simple,69,84,13,NA,failure
46,Male,LUDOVIC,ACHARD,Perriers-sur-Andelle,27453,Commune simple,27,28,6,1970,success
19,Female,LOUISE,BOUILLON,Doué-la-Fontaine,49125,Chef-lieu canton,49,52,10,NA,failure
71,Female,DOMINIQUE,RIGAL,Molay,39338,Commune simple,39,27,13,NA,failure
54,Male,PATRICK,GUYOT,Traînou,45327,Commune simple,45,24,2,2340,success
61,Female,FELICIA,STEFANI,Saint-Sulpice,73281,Commune simple,73,84,13,NA,success
43,Male,SAMUEL,NATAF,Prunelli-di-Fiumorbo,2B251,Chef-lieu canton,2B,94,11,NA,success
31,Female,MARINE,DUBUFFET,Belfort,90010,Préfecture,90,27,12,NA,success
37,Female,JULIE,CARASSOU,Haillicourt,62400,Commune simple,62,32,11,NA,success
74,Female,JOËLLE,LYON,Canisy,50095,Chef-lieu canton,50,28,13,NA,failure
70,Female,MARIE,FLOIRAC,Fleury-sur-Andelle,27246,Chef-lieu canton,27,28,13,NA,success
60,Male,VICTOR,FRIQUET,Dunkerque,59183,Sous-préfecture,59,32,4,8070,success
53,Female,CHRISTINE,AUBERGER,Vandoncourt,25586,Commune simple,25,27,6,1150,success
15,Female,LOUISA,LEFOL,Lagny-sur-Marne,77243,Chef-lieu canton,77,11,10,NA,failure
60,Female,MARIE,BATTUT,Solgne,57655,Commune simple,57,44,12,NA,success
36,Female,AUDREY,TANOH,Montaner,64398,Chef-lieu canton,64,75,5,1470,success
23,Female,GWENAELLE,GUALANDRIS,Antibes,06004,Chef-lieu canton,06,93,10,NA,failure
44,Female,NATHALIE,FERAUD,Beychac-et-Caillau,33049,Commune simple,33,75,4,1970,success
34,Female,AYSE,LEDUC,Nîmes,30189,Préfecture,30,76,4,1740,success
32,Male,GUILLAUME,SAVIN,Belfort,90010,Préfecture,90,27,7,2490,failure
23,Male,LOUIS,COULEE,Boismé,79038,Commune simple,79,75,3,3600,failure
20,Female,MARINA,BASTOU,Miramas,13063,Commune simple,13,93,10,NA,failure
25,Male,ALEXIS,LEGENDRE,Roussillon,38344,Chef-lieu canton,38,84,2,2360,failure
56,Male,JEAN,ROGER,Épernay,51230,Sous-préfecture,51,44,11,NA,success
15,Female,MILA,GANDY,Mauges-sur-Loire,49244,Commune simple,49,52,10,NA,failure
100,Female,COLETTE,VIDAL,Saint-Geniès-Bellevue,31484,Commune simple,31,76,13,NA,failure
70,Female,MADELEINE,CANTON,Le Passage,47201,Commune simple,47,75,13,NA,failure
58,Female,MARTINE,HABERER,Saint-Michel-sur-Orge,91570,Chef-lieu canton,91,11,5,1270,success
60,Female,MARIE-HÉLÈNE,AYMARD,Quins,12194,Commune simple,12,76,13,NA,success
54,Female,CHRISTINE,BOURRIAU,La Chapelle-Saint-Mesmin,45075,Commune simple,45,24,4,2070,success
58,Male,JEAN-MICHEL,VINCENT,Saint-Égrève,38382,Chef-lieu canton,38,84,11,NA,success
39,Female,MARIE,ROCHEFEUILLE,Saint-Germain-lès-Arpajon,91552,Commune simple,91,11,4,1850,success
16,Male,LUCAS,BRANGER,Auvers,50023,Commune simple,50,28,10,NA,failure
42,Female,DELPHINE,BERTIN,Alleins,13003,Commune simple,13,93,4,2250,success
21,Male,THIBAULT,KARATEKIN,Plan-d'Orgon,13076,Commune simple,13,93,12,NA,failure
27,Male,JEREMIE,MARCOS,Saint-Germain-du-Bois,71419,Chef-lieu canton,71,27,2,11280,failure
51,Male,JÉRÔME,TOUMSON,Arles,13004,Sous-préfecture,13,93,3,3400,success
29,Female,NAJWA,BOITEUX,Tigy,45324,Commune simple,45,24,12,NA,failure
81,Female,SIMONE,BARDET,Nogent-le-Rotrou,28280,Sous-préfecture,28,24,13,NA,failure
45,Female,MAGALY,AMADEI,Rueil-Malmaison,92063,Chef-lieu canton,92,11,4,2340,success
47,Male,ARNAUD,IOOS,Aire-sur-l'Adour,40001,Chef-lieu canton,40,75,12,NA,success
24,Female,FLORIANE,BOUZON,Saint-Bohaire,41203,Commune simple,41,24,12,NA,failure
20,Female,MORGANE,BONIFACY,Saint-Sauveur-d'Aunis,17396,Commune simple,17,75,10,NA,failure
48,Female,CATHERINE,COLIN,Feurs,42094,Chef-lieu canton,42,84,4,2e3,success
16,Male,DAOUD,MAIRE,Boulogne-sur-Mer,62160,Sous-préfecture,62,32,10,NA,failure
63,Male,DOMINIQUE,CLODORE,Gorron,53107,Chef-lieu canton,53,52,13,NA,success
23,Female,LAURA,BOYER,Bordeaux,33063,Préfecture de région,33,75,10,NA,failure
37,Female,MÉLINDA,LUCAS,Le Mans,72181,Préfecture,72,52,6,1570,success
49,Female,VALÉRIE,CASTRO,La Teste-de-Buch,33529,Chef-lieu canton,33,75,4,1640,failure
64,Male,REGIS,GOINARD,Gouesnach,29060,Commune simple,29,53,13,NA,failure
81,Female,OLGA,THUILLIER,Plérin,22187,Chef-lieu canton,22,53,13,NA,failure
48,Male,LAURENT,GAUTHIER,Montreuil,93048,Chef-lieu canton,93,11,4,1180,success
51,Female,ISABELLE,DIESLER,Leyment,01213,Commune simple,01,84,12,NA,success
71,Female,DANIELE,RENARD,Feuguerolles-Bully,14266,Commune simple,14,28,13,NA,failure
40,Male,MEHDI,MARCELLI,Le Vaudreuil,27528,Commune simple,27,28,6,1080,success
53,Female,CARINE,LE BECHEC,Saint-Martin-sur-Ocre,45291,Commune simple,45,24,6,1250,success
76,Female,LILIANE,BARBE,Villeurbanne,69266,Chef-lieu canton,69,84,13,NA,failure
30,Male,CHRISTOPHER,KIEFFER,Dijon,21231,Préfecture de région,21,27,4,1770,failure
35,Male,JONATHAN,FALCK,Crots,05045,Commune simple,05,93,7,2160,failure
47,Male,JOSEPH,TREDEZ,Brasles,02114,Commune simple,02,32,3,1900,success
36,Male,FRANÇOIS,AGUILAR,Épinay-sur-Seine,93031,Chef-lieu canton,93,11,5,2010,success
97,Male,GASTON,BARBIER,Toulouse,31555,Préfecture de région,31,76,13,NA,failure
21,Male,FABIEN,SEVERE,Moyencourt-lès-Poix,80577,Commune simple,80,32,11,NA,failure
66,Female,DENISE,UHLMANN,Treillières,44209,Commune simple,44,52,13,NA,failure
39,Male,NICOLAS,ASTRUC,Saint-Denis-de-Gastines,53211,Commune simple,53,52,12,NA,success
42,Male,LAURENT,PELISSIER,Pau,64445,Préfecture,64,75,8,1130,success
77,Female,NADEGE,DOUARINOU,Franken,68096,Commune simple,68,44,13,NA,failure
35,Female,SABRINA,VARREL DIT MOREL,Ranspach,68262,Commune simple,68,44,4,1570,failure
84,Female,FRANÇOISE,NEREAU,Montauban,82121,Préfecture,82,76,13,NA,failure
47,Female,NATHALIE,LE NAOUR,Angoulême,16015,Préfecture,16,75,4,1690,success
69,Male,ROLAND,M'PASSI,Cernay,68063,Chef-lieu canton,68,44,13,NA,failure
37,Female,ELISABETH,POLLET,Avignon,84007,Préfecture,84,93,5,1640,success
69,Female,JOSETTE,SINGLER,Valmondois,95628,Commune simple,95,11,13,NA,failure
36,Male,JOHN,REBATTU,Annezin,62035,Commune simple,62,32,4,2160,success
61,Male,PIERRE,SAUVLET,Tain-l'Hermitage,26347,Chef-lieu canton,26,84,13,NA,failure
17,Female,TAIS,COLBEAUX,Brech,56023,Commune simple,56,53,10,NA,failure
29,Female,ANOUCHKA,ZIEGLER,Eyrein,19081,Commune simple,19,75,3,3070,failure
38,Female,CAROLINE,GRAEFF,Cergy,95127,Chef-lieu canton,95,11,11,NA,success
51,Female,CAROLE,TINNES,Saint-Pierre-de-Plesguen,35308,Commune simple,35,53,4,1990,success
57,Male,PHILIPPE,LAUROT,Saint-Georges-de-Reintembault,35271,Commune simple,35,53,2,2120,success
36,Male,LUDOVIC,THIERRY,Villesiscle,11438,Commune simple,11,76,4,1270,failure
67,Male,ALAIN,THOMASSET,Neuville-sur-Ornain,55382,Commune simple,55,44,13,NA,failure
32,Male,MARC,GERARD,Brezolles,28059,Chef-lieu canton,28,24,11,NA,failure
33,Male,MARC,PUCHEU,Montivilliers,76447,Chef-lieu canton,76,28,4,3300,success
54,Male,FRANCK,VIGNAL,Le May-sur-Èvre,49193,Commune simple,49,52,1,1670,success
63,Female,MARIE,BELOUINEAU,Bagneux,92007,Chef-lieu canton,92,11,12,NA,success
57,Male,MICHEL,CHAMPARNAUD,Goussainville,28185,Commune simple,28,24,2,1800,failure
36,Male,PIERRE,GARCIA,Paron,89287,Commune simple,89,27,3,1920,success
71,Male,SERGE,LEROY,Telgruc-sur-Mer,29280,Commune simple,29,53,13,NA,failure
44,Female,GERALDINE,MOUNIER,Allauch,13002,Chef-lieu canton,13,93,7,2240,success
56,Male,CHRISTIAN,ADENIN,Castelsarrasin,82033,Sous-préfecture,82,76,5,1850,success
40,Female,RADIA,MEILLIER,Masevaux-Niederbruck,68201,Chef-lieu canton,68,44,3,1590,success
59,Female,ALINE,PERRET,L' Isle-sur-la-Sorgue,84054,Chef-lieu canton,84,93,6,1140,success
69,Male,ALAIN,GEORGE,Sainte-Anne-d'Auray,56263,Commune simple,56,53,13,NA,failure
45,Female,VIRGINIE,LORIOT,Hyères,83069,Chef-lieu canton,83,93,12,NA,success
15,Female,LISA,SALVA,Paris 17e  Arrondissement,75117,Capitale d'état,75,11,10,NA,failure
35,Male,JEAN-BAPTISTE,MOCOGNI,Dijon,21231,Préfecture de région,21,27,5,1140,failure
50,Male,FARID,ZANDVLIET,Nancy,54395,Préfecture,54,44,4,1680,success
57,Female,GISÈLE,DOHM,Bignoux,86028,Commune simple,86,75,4,2080,success
40,Female,PAULINE,LEPETIT,La Seyne-sur-Mer,83126,Chef-lieu canton,83,93,12,NA,success
39,Male,PAUL,GUINAULT,Dechy,59170,Commune simple,59,32,8,1110,success
53,Male,MALIK,PENA,Peyrins,26231,Commune simple,26,84,8,1690,success
70,Male,JEAN,PICCIN,La Courneuve,93027,Chef-lieu canton,93,11,13,NA,failure
79,Female,SUZY,FERY,La Hoguette,14332,Commune simple,14,28,13,NA,failure
100,Female,ALICE,MENIGOZ,Landéda,29101,Commune simple,29,53,13,NA,failure
86,Female,MAURICETTE,PAUFERT,Auxonne,21038,Chef-lieu canton,21,27,13,NA,failure
46,Male,PASCAL,LUNEL,Versailles,78646,Préfecture,78,11,2,4650,success
65,Male,JEAN-PIERRE,DELOBELLE,Longwy,54323,Chef-lieu canton,54,44,13,NA,failure
57,Male,JEAN,TISSEYRE,Chantepie,35055,Commune simple,35,53,3,2440,failure
36,Female,ALICE,CHAUVEL,Larmor-Plage,56107,Commune simple,56,53,3,3080,success
89,Female,MADELEINE,NELTA,La Bourdinière-Saint-Loup,28048,Commune simple,28,24,13,NA,failure
46,Female,VIRGINIE,RIFFARD,Salles-sur-Mer,17420,Commune simple,17,75,6,1810,success
50,Female,FLORENCE,CHENE,Silhac,07314,Commune simple,07,84,6,1150,success
74,Male,FERNAND,LOZANO,Poitiers,86194,Préfecture de région,86,75,13,NA,failure
41,Male,ERWAN,GUY,Cherbourg-en-Cotentin,50129,Sous-préfecture,50,28,7,1170,success
48,Male,LAURENT,KLIPFEL,Laval,53130,Préfecture,53,52,4,2260,success
30,Male,DAVID,BRETON,Saint-Laurent-sur-Gorre,87158,Chef-lieu canton,87,75,4,3020,failure
21,Male,LÉO,SAURET,Tassin-la-Demi-Lune,69244,Chef-lieu canton,69,84,10,NA,failure
74,Male,SIMON,DARD,Villeurbanne,69266,Chef-lieu canton,69,84,13,NA,failure
31,Female,BERANGERE,DUPONT,Yerres,91691,Chef-lieu canton,91,11,4,1800,success
43,Male,BRUNO,GODARD,Noyelles-sous-Bellonne,62627,Commune simple,62,32,8,1620,success
44,Male,NICOLAS,ZERENI,Pontoise,95500,Préfecture,95,11,3,5040,success
32,Male,KEVIN,LEUVREY,Pantin,93055,Chef-lieu canton,93,11,12,NA,success
26,Male,SYLVAIN,BEAU,Villemoustaussou,11429,Commune simple,11,76,10,NA,failure
28,Male,CYRILLE,RIVAT,Drancy,93029,Chef-lieu canton,93,11,12,NA,failure
26,Female,AURÉLIE,LASSALLE,Peri,2A209,Commune simple,2A,94,11,NA,failure
53,Male,BRUNO,CAMBIER,Louvroil,59365,Commune simple,59,32,4,1960,success
34,Female,ELÉONORE,GIRARD,Coignières,78168,Commune simple,78,11,5,2020,success
64,Male,PATRICK,MOLLE,La Londe-les-Maures,83071,Commune simple,83,93,12,NA,failure
27,Male,GREG,DAGUIN,Kervignac,56094,Commune simple,56,53,2,1520,failure
25,Female,MÉLANIE,FERRAGNE,Saint-Gély-du-Fesc,34255,Commune simple,34,76,8,1200,failure
27,Female,MANON,ALLARD,Paris 15e  Arrondissement,75115,Capitale d'état,75,11,5,1800,failure
41,Female,MATHILDE,BRAME,Oyonnax,01283,Chef-lieu canton,01,84,3,3640,success
62,Female,CATHERINE,NICOLAS,Reims,51454,Sous-préfecture,51,44,13,NA,success
70,Male,MAX,DUJARDIN,Saint-Quentin,02691,Sous-préfecture,02,32,13,NA,failure
25,Male,FLORENT,FERY,Melun,77288,Préfecture,77,11,8,1230,failure
85,Female,AGNÈS,CORNAC,Épernay,51230,Sous-préfecture,51,44,13,NA,failure
70,Female,MARTINE,NAPOLEONI,Quimper,29232,Préfecture,29,53,13,NA,failure
65,Female,MONIQUE,VERSTRAETE,Saint-Jeoire-Prieuré,73249,Commune simple,73,84,13,NA,failure
28,Female,LUCIE,WAY,Reims,51454,Sous-préfecture,51,44,12,NA,success
35,Female,LAETITIA,TARAVEL,Écueillé,36069,Chef-lieu canton,36,24,4,1730,success
43,Male,PASCAL,GUEGADEN,Abbeville,80001,Sous-préfecture,80,32,7,1590,success
54,Male,JEAN-CLAUDE,JOLAIN,Montfort-sur-Meu,35188,Chef-lieu canton,35,53,12,NA,success
69,Male,JEAN,MNEMOI,Les Ulis,91692,Chef-lieu canton,91,11,13,NA,failure
24,Female,CHARLOTTE,LE CAM,Le Lion-d'Angers,49176,Chef-lieu canton,49,52,10,NA,failure
19,Male,LUCAS,LYRON,Cavaillon,84035,Chef-lieu canton,84,93,10,NA,failure
75,Female,COLETTE,JEAN JOSEPH,Équihen-Plage,62300,Commune simple,62,32,13,NA,failure
95,Male,JEAN,LEVIEUX,Puymoyen,16271,Commune simple,16,75,13,NA,failure
76,Female,ANGÈLE,MORINIERE,Imphy,58134,Chef-lieu canton,58,27,13,NA,failure
38,Female,MARIE,FREROT,La Salvetat-Saint-Gilles,31526,Commune simple,31,76,3,10430,success
85,Male,JEAN,GEORGES,Jatxou,64282,Commune simple,64,75,13,NA,failure
48,Female,GISÈLE,MERLO,Bagnols-sur-Cèze,30028,Chef-lieu canton,30,76,4,1800,success
79,Male,PATRICK,SEBILLE,Aubervilliers,93001,Chef-lieu canton,93,11,13,NA,failure
36,Female,STÉPHANIE,NICOLAU,Vénissieux,69259,Chef-lieu canton,69,84,12,NA,success
55,Female,BÉATRICE,LE COURANT,Saint-Georges-d'Annebecq,61390,Commune simple,61,28,6,1250,success
39,Female,KHALIDA,SOUARE,Loriol-sur-Drôme,26166,Chef-lieu canton,26,84,3,3120,success
28,Female,JUSTINE,CATHEAU,Paris 16e  Arrondissement,75116,Capitale d'état,75,11,6,1160,success
71,Female,MARGUERITE,GENEIX,Villefranche-sur-Saône,69264,Sous-préfecture,69,84,13,NA,failure
42,Male,SÉBASTIEN,RIOU,Étrelles,35109,Commune simple,35,53,6,1130,success
36,Male,CEDRIC,WALLYN,Opio,06089,Commune simple,06,93,3,2500,failure
69,Female,MARTINE,THEPAUT,Salles-d'Aude,11370,Commune simple,11,76,13,NA,failure
38,Female,AURÉLIE,MONNERAY,Pignan,34202,Chef-lieu canton,34,76,5,1190,success
45,Male,PATRICE,BOUANCHAUD,Bachivillers,60038,Commune simple,60,32,5,1310,success
32,Male,OUSMANE,DELHAYE,Avignon,84007,Préfecture,84,93,3,4780,failure
25,Female,ESTHER,GRUCHET,Saint-Laurent-Blangy,62753,Commune simple,62,32,6,1180,failure
26,Female,MORGANE,MALVACHE,Paris 19e  Arrondissement,75119,Capitale d'état,75,11,11,NA,failure
39,Female,MYRIAM,MANON,Eysines,33162,Commune simple,33,75,6,1190,success
38,Female,CLAIRE,PROUST,Perpignan,66136,Préfecture,66,76,6,2280,success
73,Female,JACQUELINE,TREHOUT,Châteauneuf-Villevieille,06039,Commune simple,06,93,13,NA,failure
73,Female,EVELINE,VILLETTE,Saint-Amand-en-Puisaye,58227,Chef-lieu canton,58,27,13,NA,failure
56,Female,VÉRONIQUE,LE GUEN,Saint-Martin-de-Crau,13097,Commune simple,13,93,8,1330,success
24,Female,JULIA,COING-ROY,Équevillon,39210,Commune simple,39,27,10,NA,failure
24,Female,CLOTHILDE,HENNOUNI,Raimbeaucourt,59489,Commune simple,59,32,3,2140,failure
30,Female,ELODIE,LEONARDET,Mouvaux,59421,Commune simple,59,32,2,1550,success
45,Male,SYLVAIN,DUVAUX,Vendôme,41269,Sous-préfecture,41,24,8,1040,success
58,Male,MICHEL,ROULEAU,Le Havre,76351,Sous-préfecture,76,28,13,NA,success
18,Male,SOUFIAN,WAREMBOURG,Courbevoie,92026,Chef-lieu canton,92,11,10,NA,failure
33,Female,AMANDINE,AMEIL,Nouillonpont,55387,Commune simple,55,44,12,NA,success
20,Male,YOANN,PAILLER,Barberey-Saint-Sulpice,10030,Commune simple,10,44,4,1480,failure
21,Male,WILLIAM,FAUCHE,Lembras,24237,Commune simple,24,75,10,NA,failure
22,Female,JULIA,BOUCLY,Ventabren,13114,Commune simple,13,93,12,NA,failure
30,Female,MÉLANIE,MICHEL,Versailles,78646,Préfecture,78,11,8,1830,success
63,Female,ANITA,DURAND,Felleries,59226,Commune simple,59,32,13,NA,success
72,Female,COLETTE,HEBERT,Beautiran,33037,Commune simple,33,75,13,NA,failure
18,Male,SYLVAIN,SOITOUX,Cahors,46042,Préfecture,46,76,10,NA,failure
63,Female,HÉLÈNE,DAVY,Brias,62180,Commune simple,62,32,13,NA,success
15,Male,ETHAN,ROBERT,Le Mans,72181,Préfecture,72,52,10,NA,failure
30,Male,JOHAN,PORTES,Athis-Mons,91027,Chef-lieu canton,91,11,4,2750,failure
23,Male,TONY,GODEFROY,Brou-sur-Chantereine,77055,Commune simple,77,11,10,NA,failure
51,Female,EVELYNE,LONGUET,Saint-Junien,87154,Chef-lieu canton,87,75,6,2020,success
19,Female,NARJIS,PRIEUR,Saint-Paul-Lizonne,24482,Commune simple,24,75,10,NA,failure
69,Male,JEAN,PLOUX,Mesnil-Raoul,76434,Commune simple,76,28,13,NA,failure
41,Female,VIRGINIE,ARGENTIN,Mouvaux,59421,Commune simple,59,32,2,1400,success
45,Male,GUILLAUME,VERHAEGHE,Castries,34058,Chef-lieu canton,34,76,4,2990,success
54,Female,VALÉRIE,BOUTET,Étain,55181,Chef-lieu canton,55,44,6,1300,success
73,Female,LAURENCE,POUILLOT,Saint-Germain-en-Laye,78551,Sous-préfecture,78,11,13,NA,success
52,Male,FRANCK,FERMELY,Joué-lès-Tours,37122,Chef-lieu canton,37,24,7,1170,success
46,Female,ANNE,MAURICE,Tréméven,29297,Commune simple,29,53,7,1520,success
85,Female,MARIE,GUISNET,Mont-de-Marsan,40192,Préfecture,40,75,13,NA,failure
33,Male,NICOLAS,VALESI,Niederhaslach,67325,Commune simple,67,44,6,1520,failure
37,Male,NICOLAS,MEJIAS,Migennes,89257,Chef-lieu canton,89,27,4,1430,success
69,Female,LAURENCE,BACQUET,Rives de l'Yon,85213,Commune simple,85,52,13,NA,failure
40,Male,JULIEN,BUCHERT,Corbonod,01118,Commune simple,01,84,3,7220,success
89,Male,BERNARD,LE VAGUERESE,Ensuès-la-Redonne,13033,Commune simple,13,93,13,NA,failure
47,Male,MICHEL,GUIBLAIN,Montpellier,34172,Préfecture de région,34,76,4,2430,success
30,Male,JOHAN,BOURDIN,Bessé-sur-Braye,72035,Commune simple,72,52,3,2560,failure
77,Female,MONIQUE,RIVIERE,Gruissan,11170,Commune simple,11,76,13,NA,failure
74,Male,DANIEL,KIRSCHNER,Abondant,28001,Commune simple,28,24,13,NA,failure
46,Male,YANN,COTRELLE,Roche,38339,Commune simple,38,84,4,2660,success
89,Female,MAURICETTE,AULAGNE,Brest,29019,Sous-préfecture,29,53,13,NA,failure
87,Female,RENÉE,DESPORT,Colombes,92025,Chef-lieu canton,92,11,13,NA,failure
57,Female,BRIGITTE,COMBES,Senlis,60612,Sous-préfecture,60,32,12,NA,success
58,Male,LUC,FAURE,Saint-Baudelle,53200,Commune simple,53,52,9,1960,success
22,Female,FANNY,AUGER,Seignosse,40296,Commune simple,40,75,10,NA,failure
22,Female,CAMILLE,ZEITOUN,Polignac,43152,Commune simple,43,84,4,1690,failure
54,Female,NADIA,CANARD,Annecy,74010,Préfecture,74,84,6,1400,failure
92,Female,PAULINE,BAUDRY,Le Perreux-sur-Marne,94058,Chef-lieu canton,94,11,13,NA,failure
52,Male,FABRICE,LUDWIG,Janzé,35136,Chef-lieu canton,35,53,11,NA,success
91,Male,RAYMOND,MAUGAN,Joué-lès-Tours,37122,Chef-lieu canton,37,24,13,NA,failure
45,Male,JAMEL,BRET,Champigny-sur-Marne,94017,Chef-lieu canton,94,11,2,2100,success
48,Female,MICHÈLE,WAGRET,Poitiers,86194,Préfecture de région,86,75,4,1830,success
18,Male,MELVYN,DE BALBINE,Guénin,56074,Commune simple,56,53,10,NA,failure
58,Female,CATHERINE,MARTIN,Rezé,44143,Chef-lieu canton,44,52,12,NA,success
93,Female,SIMONNE,TURMEL,Strasbourg,67482,Préfecture de région,67,44,13,NA,failure
50,Female,CORINNE,VANBESELAERE,Bourg-la-Reine,92014,Chef-lieu canton,92,11,5,1480,success
60,Female,FABIENNE,VANDENBON,Saint-Herblain,44162,Chef-lieu canton,44,52,12,NA,success
65,Male,BERNARD,ISNARDON,Pau,64445,Préfecture,64,75,13,NA,failure
60,Male,PATRICK,HAUSSMANN,Plouay,56166,Chef-lieu canton,56,53,8,1050,success
67,Male,NOËL,FOURNIER,Saint-Pierre-de-Maillé,86236,Commune simple,86,75,13,NA,failure
38,Male,GUILLAUME,METGE,Le Soler,66195,Commune simple,66,76,2,2120,success
27,Female,BIBI,LAZENNEC,Malakoff,92046,Chef-lieu canton,92,11,4,1840,success
100,Female,DELPHINE,SANQUER,Strasbourg,67482,Préfecture de région,67,44,13,NA,failure
21,Male,BRYAN,CLAVIER,Lille,59350,Préfecture de région,59,32,10,NA,failure
47,Male,SERGE,VECCHIO,Le Havre,76351,Sous-préfecture,76,28,3,2100,success
68,Male,BERNARD,SINEPHRO,Charancieu,38080,Commune simple,38,84,13,NA,failure
76,Male,JOSEPH,BELLEC,Figeac,46102,Sous-préfecture,46,76,13,NA,failure
27,Female,FLORELLE,BENOIT,Bouzonville-aux-Bois,45047,Commune simple,45,24,5,1400,failure
19,Male,ICHEM,HUET,Saint-Vincent-Bragny,71490,Commune simple,71,27,10,NA,failure
54,Male,JOËL,MONLEAU,Ostricourt,59452,Commune simple,59,32,2,3650,success
58,Female,CÉCILE,GALLAS,Feytiat,87065,Commune simple,87,75,6,1140,success
25,Female,MARION,ROSENBERG,Calvisson,30062,Commune simple,30,76,4,1530,failure
60,Male,JEAN,GABRION,Veynes,05179,Chef-lieu canton,05,93,12,NA,failure
53,Male,JACQUES,LAMBOUR,Bully-les-Mines,62186,Chef-lieu canton,62,32,3,5660,success
26,Female,CASSANDRA,MARTY,Le Bouscat,33069,Chef-lieu canton,33,75,6,2380,failure
20,Female,APOLLINE,POTIN,Hendaye,64260,Chef-lieu canton,64,75,10,NA,failure
51,Female,GERALDINE,MARIE,Rennes,35238,Préfecture de région,35,53,3,1150,success
38,Female,AURÉLIE,MEZIANE,Plédran,22176,Commune simple,22,53,3,4170,success
18,Male,GRÉGOIRE,JAMES,Évry,91228,Préfecture,91,11,11,NA,failure
78,Female,JOSETTE,LEPRINCE,Agen,47001,Préfecture,47,75,13,NA,success
